Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,1.88680116792806E-11,-7.89096091530853E-13,0.146649913025819,0,0,0,1.28910373447466,0.00787183936947509,-2.38713345596337E-14,-1.5500890991365E-14,0.0062829958134847,-1.08474577856972E-14,0.00295338481354163,0,0,0,0,0,0,package://simple_mtm_v3/meshes/base_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://simple_mtm_v3/meshes/base_link.STL,,base.stp-1;shoulder_pitch.stp-1;Mirrorshoulder_pitch.stp-4,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
right_J1_link,-0.0272468641090349,-0.00431239962158214,0.0136177788693076,0,0,0,0.217265269014196,8.8289658689477E-05,-5.23747831689525E-06,4.84618661160435E-07,9.88337545554211E-05,3.16056040570285E-07,0.000161817724585355,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_J1_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_J1_link.STL,,shoulder_left_arm.stp-1,Origin_right_J1_joint3,right_j1,right_J1_joint,fixed,0,0.216999999999988,0.284999999999997,-1.57079632679489,0,0,base_link,0,0,0,,,,,,,,,,,,
right_J2_link,0.123474393867848,0.0151001355687561,0.0089222337385291,0,0,0,0.028442603557216,2.23413747833825E-06,-3.63778375380253E-11,-8.63056316192394E-08,2.11946804960037E-05,1.9508735639919E-13,2.18319915210086E-05,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_J2_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_J2_link.STL,,upper_arm.stp-1,Origin_right_J2_joint,right_j2,right_J2_joint,fixed,0.0349999999999925,0.0150999999999992,0.0200000000000018,3.14159265358979,0,0,right_J1_link,0,0,0,,,,,,,,,,,,
right_J3_link,0.169855168689025,-0.00305883869647997,0.000145482432602373,0,0,0,0.0380698507696803,3.570151818576E-06,5.77797289697471E-08,-8.33816051763606E-09,2.50590429108496E-05,-4.10119337186332E-09,2.32459379325905E-05,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_J3_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_J3_link.STL,,lower_arm.stp-1;gimbal-1/G_BASE-1,Origin_right_J3_joint2,right_j3,right_J3_joint,fixed,0.227499999999998,0.0150999999999999,0.0195,1.5707963267949,0,-1.5707963267949,right_J2_link,0,0,0,,,,,,,,,,,,
right_G3_link,-0.000538297476743943,-0.030713766184424,0.0399306243530027,0,0,0,0.0139115084786958,2.05714094634586E-06,1.18920754656095E-08,1.26103144141425E-08,3.24885510161296E-06,8.7999754923928E-09,2.08516194030023E-06,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_G3_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_G3_link.STL,,gimbal-1/G3-2,Origin_right_G3_joint2,right_g3,right_G3_joint,fixed,0.192500000000002,0.00969999999999821,0,0,1.5707963267949,0,right_J3_link,0,0,0,,,,,,,,,,,,
right_G2_link,-0.00019356466808218,-0.0340058831715823,0.0387465222468135,0,0,0,0.000175394578104925,6.00806245621315E-09,1.19071568960991E-11,-1.77273008759156E-09,7.79464906245331E-09,3.12378910526827E-11,2.03310817422897E-09,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_G2_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_G2_link.STL,,gimbal-1/G2-2,Origin_right_G2_joint2,right_g2,right_G2_joint,fixed,-0.0139815439024298,0.00129786118054417,0.0772341692003624,-3.14159265358979,0.364174851103282,-3.14159265358979,right_G3_link,0,0,0,,,,,,,,,,,,
right_G1_link,0.000186896931372554,-0.119856134439348,0.039744870598827,0,0,0,0.00625621520567211,1.27666098425883E-05,-3.81984029962688E-10,1.82290603449966E-09,1.14531246370276E-07,-1.08584454873297E-09,1.27722041084183E-05,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_G1_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_G1_link.STL,,gimbal-1/G1-2;gimbal-1/handpiece-1,Origin_right_G1_joint2,right_g1,right_G1_joint,fixed,0,0,0,0,0,0,right_G2_link,0,0,0,,,,,,,,,,,,
right_lever_1_link,0.00510793204640436,-0.0889448697520049,0.0529085641186344,0,0,0,0.00204075410055683,7.29183513257811E-07,-6.03030693249689E-08,-1.1942010127566E-08,6.47741906382207E-08,-1.39761556747307E-07,7.10623137553873E-07,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_lever_1_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_lever_1_link.STL,,gimbal-1/lever-1,Origin_right_lever_1_joint2,right_g0,right_lever_1_joint,fixed,-0.000578106027015302,0.00496024892621399,0.0771324048250518,-3.12182427052133,-7.44784606204923E-05,-3.13405782561958,right_G1_link,0,0,0,,,,,,,,,,,,
right_lever_2_link,0.00510793196677847,-0.088944870622309,0.052908563971167,0,0,0,0.00204075409888524,7.29183560316002E-07,-6.03030754022077E-08,-1.19420115548806E-08,6.47741938415799E-08,-1.39761574634617E-07,7.10623180129391E-07,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_lever_2_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://simple_mtm_v3/meshes/right_lever_2_link.STL,,gimbal-1/lever-2,Origin_right_lever_2_joint,right_g0,right_lever_2_joint,fixed,0.00036791989843285,0.00447042270834766,0.000824842222483302,0.00686960114312612,0,-0.00261851443835586,right_G1_link,0,0,0,,,,,,,,,,,,
left_J1_link,-0.0272470463672841,-0.00431247084058722,-0.0136176603624838,0,0,0,0.217267757216331,8.82896141323449E-05,-5.23762437385712E-06,-4.84574615247581E-07,9.88338956696862E-05,-3.16059095109483E-07,0.000161817830134084,0,0,0,0,0,0,package://simple_mtm_v3/meshes/left_J1_link.STL,0.752941176470588,0.752941176470588,0.752941176470588,1,0,0,0,0,0,0,package://simple_mtm_v3/meshes/left_J1_link.STL,,Mirrorshoulder_left_arm.stp-4,Origin_left_J1_joint2,left_j1,left_J1_joint,fixed,0,-0.216999999999989,0.284999999999993,-1.57079632679489,0,0,base_link,0,0,0,,,,,,,,,,,,
